#Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	NCBI gene accession
ENSG00000109705	4	13540830	13544508	NKX3-2
ENSG00000181019	16	69706996	69726668	NQO1
ENSG0000016929730304206	30309390	NR0B1
ENSG00000113580	5	143277931	143435512	NR3C1
ENSG00000151623	4	148078762	148444698	NR3C2
ENSG00000123358	12	52022832	52059507	NR4A1
ENSG00000136931	9	124481236	124507420	NR5A1
ENSG00000116833	1	200027614	200177420	NR5A2
ENSG00000157168	8	31639222	32855666	NRG1
ENSG00000164978	9	34329506	34343711	NUDT2
ENSG00000268221154182596	154196861	OPN1MW
ENSG00000128617	7	128772491	128775790	OPN1SW
ENSG00000143799	1	226360691	226408093	PARP1
ENSG00000167004	15	43746410	43773278	PDIA3
ENSG00000139515	13	27920000	27926313	PDX1
ENSG00000111752	12	8913896	8941467	PHC1
ENSG00000165462	11	72239077	72245664	PHOX2A
ENSG00000057657	6	105993463	106109939	PRDM1
ENSG00000120899	8	27311482	27459391	PTK2B
ENSG00000168214	4	26163455	26435131	RBPJ
ENSG00000159200	21	34513142	34615113	RCAN1
ENSG00000067560	3	49359145	49412998	RHOA
ENSG00000155366	1	112701106	112707434	RHOC
ENSG00000168028	3	39406716	39412542	RPSA
ENSG00000159216	21	34787801	36004667	RUNX1
ENSG00000079102	8	91954967	92103286	RUNX1T1
ENSG00000124813	6	45328157	45664349	RUNX2
ENSG00000020633	1	24899511	24965121	RUNX3
ENSG00000170989	1	101236865	101243713	S1PR1
ENSG00000123453	9	133663560	133739955	SARDH
ENSG00000073060	12	124776856	124882668	SCARB1
ENSG00000138760	4	76158737	76234536	SCARB2
ENSG00000196136	14	94612384	94624055	SERPINA3
ENSG00000277405	CHR_HSCHR14_7_CTG1	94304248	94323394	SERPINA6
ENSG00000170099	14	94304248	94323389	SERPINA6
ENSG00000117601	1	173903804	173917378	SERPINC1
ENSG00000099937	22	20774113	20787720	SERPIND1
ENSG00000149131	11	57597387	57614848	SERPING1
ENSG00000149257	11	75562056	75572783	SERPINH1
ENSG00000175793	1	26863149	26864456	SFN
ENSG00000183918124227868	124373197	SH2D1A
ENSG00000178537	3	48856926	48898904	SLC25A20
ENSG00000151729	4	185143266	185150382	SLC25A4
ENSG00000155850	5	149960758	149993455	SLC26A2
ENSG00000091138	7	107765467	107803225	SLC26A3
ENSG00000112759	6	44219553	44234142	SLC29A1
ENSG00000136868	9	113221544	113264492	SLC31A1
ENSG00000137700	11	119024114	119030906	SLC37A4
ENSG00000281500	CHR_HG2217_PATCH	119024112	119030905	SLC37A4
ENSG00000170365	4	145481194	145559176	SMAD1
ENSG00000175387	18	47808957	47931146	SMAD2
ENSG00000166949	15	67063763	67195169	SMAD3
ENSG00000141646	18	51028394	51085045	SMAD4
ENSG00000113658	5	136132845	136188747	SMAD5
ENSG00000101665	18	48919853	48952052	SMAD7
ENSG00000120693	13	36844831	36920765	SMAD9
ENSG00000135899	2	230167293	230225729	SP110
ENSG00000117632	1	25884181	25906991	STMN1
ENSG00000148175	9	121338987	121370304	STOM
ENSG000001018467147237	7804358	STS
ENSG00000134910	11	125591712	125625215	STT3A
ENSG00000184292	1	58575433	58577252	TACSTD2
ENSG00000126953101345661	101348742	TIMM8A
ENSG00000107807	10	101131300	101137789	TLX1
ENSG00000041982	9	115019575	115118257	TNC
ENSG00000120949	1	12063303	12144207	TNFRSF8
ENSG00000049249	1	7915894	7943165	TNFRSF9
ENSG00000136827	9	129812942	129824244	TOR1A
ENSG00000166340	11	6612768	6619448	TPP1
ENSG00000108395	17	58982638	59106921	TRIM37
ENSG00000134160	15	31001061	31161273	TRPM1
ENSG00000274965	CHR_HSCHR15_4_CTG8	31152534	31312750	TRPM1
ENSG00000100300	22	43151547	43163242	TSPO
ENSG00000025708	22	50525752	50530032	TYMP
ENSG00000038427	5	83471618	83582303	VCAN
ENSG00000101966123859724	123913979	XIAP
ENSG00000140836	16	72782885	73891871	ZFHX3
ENSG00000094914	12	53307456	53324864	AAAS
ENSG00000103591	15	67200667	67255195	AAGAB
ENSG00000124608	6	44298731	44313347	AARS2
ENSG00000008311	7	122073549	122144255	AASS
ENSG00000144452	2	214931542	215138626	ABCA12
ENSG00000179869	7	48171458	48647497	ABCA13
ENSG00000064687	19	1039997	1065572	ABCA7
ENSG00000085563	7	87503017	87713323	ABCB1
ENSG00000276582	CHR_HSCHR2_1_CTG7_2	168939927	168953422	ABCB11
ENSG00000073734	2	168915498	169031324	ABCB11
ENSG00000005471	7	87401697	87480435	ABCB4
ENSG00000004846	7	20615207	20777038	ABCB5
ENSG00000115657	2	219209772	219218994	ABCB6
ENSG00000108846	17	50634777	50692253	ABCC3
ENSG00000125257	13	95019835	95301475	ABCC4
ENSG00000114770	3	183919934	184017939	ABCC5
ENSG00000006071	11	17392498	17476879	ABCC8
ENSG00000069431	12	21797401	21942529	ABCC9
ENSG00000117528	1	94418389	94518666	ABCD3
ENSG00000119688	14	74285269	74303055	ABCD4
ENSG00000160179	21	42199689	42297244	ABCG1
ENSG00000118777	4	88090150	88231628	ABCG2
ENSG00000138075	2	43812472	43838865	ABCG5
ENSG00000143921	2	43831942	43882988	ABCG8
ENSG00000100997	20	25294742	25390835	ABHD12
ENSG00000011198	3	43690108	43734371	ABHD5
ENSG00000108798	17	49210411	49223225	ABI3
ENSG00000154175	3	100749156	100993515	ABI3BP
ENSG00000163322	4	83459517	83523348	ABRAXAS1
ENSG00000151498	11	134253495	134265855	ACAD8
ENSG00000177646	3	128879596	128916067	ACAD9
ENSG00000102977	16	67657512	67660815	ACD
ENSG0000013023415561033	15602148	ACE2
ENSG00000144476	2	236567787	236582354	ACKR3
ENSG00000153093	2	110732573	111118222	ACOXL
ENSG00000142513	19	50790415	50795219	ACP4
ENSG00000176715	16	89088375	89164121	ACSF3
ENSG00000197142	10	112374018	112428380	ACSL5
ENSG00000164398	5	131949973	132012243	ACSL6
ENSG00000166743	16	20623237	20698890	ACSM1
ENSG00000138071	2	65227753	65271253	ACTR2
ENSG00000093072	22	17178790	17258235	ADA2
ENSG00000148848	10	126012381	126388455	ADAM12
ENSG00000151694	2	9488486	9556732	ADAM17
ENSG00000135074	5	157395534	157575775	ADAM19
ENSG00000042980	8	24294069	24359014	ADAM28
ENSG00000149451	20	3667965	3682246	ADAM33
ENSG00000282230	CHR_HSCHR8_9_CTG1	39101863	39105144	ADAM9
ENSG00000168615	8	38996869	39105261	ADAM9
ENSG00000154734	21	26835755	26845409	ADAMTS1
ENSG00000142303	19	8580240	8610735	ADAMTS10
ENSG00000151388	5	33523535	33892019	ADAMTS12
ENSG00000281690	CHR_HSCHR5_6_CTG1	33842143	33894178	ADAMTS12
ENSG00000160323	9	133414358	133459402	ADAMTS13
ENSG00000281244	CHR_HG2030_PATCH	133414506	133459550	ADAMTS13
ENSG00000166106	11	130448974	130476641	ADAMTS15
ENSG00000140873	16	77247813	77435034	ADAMTS18
ENSG00000087116	5	179110853	179345461	ADAMTS2
ENSG00000283802	CHR_HG30_PATCH	179110853	179345461	ADAMTS2
ENSG00000156140	4	72280969	72569221	ADAMTS3
ENSG00000136378	15	78759206	78811464	ADAMTS7
ENSG00000163638	3	64515654	64688000	ADAMTS9
ENSG00000197859	9	133532164	133575519	ADAMTSL2
ENSG00000156218	15	83654088	84039842	ADAMTSL3
ENSG00000143382	1	150549369	150560937	ADAMTSL4
ENSG00000127507	19	14732392	14778560	ADGRE2
ENSG00000205336	16	57610652	57665580	ADGRG1
ENSG00000112414	6	142301854	142446266	ADGRG6
ENSG00000150471	4	61201258	62078335	ADGRL3
ENSG00000162618	1	78889764	79282124	ADGRL4
ENSG00000164199	5	90529344	91164437	ADGRV1
ENSG00000280830	CHR_HSCHR2_1_CTG1	3498728	3502360	ADI1
ENSG00000182551	2	3497366	3519531	ADI1
ENSG00000181092	3	186842704	186858463	ADIPOQ
ENSG00000101126	20	50888916	50931437	ADNP
ENSG00000101544	18	80109262	80147523	ADNP2
ENSG00000111863	6	11712054	11807046	ADTRP
ENSG00000072364	5	132875395	132963634	AFF4
ENSG00000135537	6	108294991	108526796	AFG1L
ENSG00000141385	18	12328944	12377227	AFG3L2
ENSG00000157985	2	235494043	236131800	AGAP1
ENSG00000273540	15	86079973	87029052	AGBL1
ENSG00000084693	2	27042364	27070622	AGBL5
ENSG00000164252	5	77029251	77065234	AGGF1
ENSG00000262327	CHR_HSCHR7_1_CTG6	141633901	141655244	AGK
ENSG00000006530	7	141551278	141655244	AGK
ENSG00000092847	1	35869808	35930532	AGO1
ENSG00000123908	8	140520156	140635633	AGO2
ENSG00000169692	9	136673143	136687457	AGPAT2
ENSG00000018510	2	177392757	177559299	AGPS
ENSG00000106541	7	16791811	16833433	AGR2
ENSG00000188157	1	1020120	1056118	AGRN
ENSG00000135541	6	135283532	135497765	AHI1
ENSG00000111732	12	8602170	8612867	AICDA
ENSG00000156709130129362	130165887	AIFM1
ENSG00000164022	4	106315544	106349456	AIMP1
ENSG00000110711	11	67483026	67491103	AIP
ENSG00000129221	17	6393693	6435199	AIPL1
ENSG00000129474	14	22971177	22982551	AJUBA
ENSG00000108599	17	19904302	19978343	AKAP10
ENSG00000131016	6	151239967	151358559	AKAP12
ENSG00000170776	15	85380571	85749358	AKAP13
ENSG00000179841	14	64465499	64474503	AKAP5
ENSG00000105127	19	15353385	15379798	AKAP8
ENSG00000127914	7	91940867	92110673	AKAP9
ENSG00000117448	1	45550543	45570049	AKR1A1
ENSG00000198074	7	134527567	134541412	AKR1B10
ENSG00000196139	10	5035354	5107686	AKR1C3
ENSG00000275199	CHR_HSCHR1_3_CTG32_1	243488233	243855434	AKT3
ENSG00000117020	1	243488233	243851079	AKT3
ENSG00000161618	19	49453225	49471050	ALDH16A1
ENSG00000059573	10	95605941	95656711	ALDH18A1
ENSG00000128918	15	57953424	58497866	ALDH1A2
ENSG00000159423	1	18871430	18902724	ALDH4A1
ENSG00000112294	6	24494867	24537207	ALDH5A1
ENSG00000033011	16	5033923	5087379	ALG1
ENSG00000139133	12	34022468	34029694	ALG10
ENSG00000253710	13	52012398	52033600	ALG11
ENSG00000182858	22	49900229	49918438	ALG12
ENSG00000101901111665811	111760649	ALG13
ENSG00000172339	1	94974405	95072951	ALG14
ENSG00000119523	9	99216425	99221942	ALG2
ENSG00000214160	3	184242301	184249548	ALG3
ENSG00000088035	1	63367575	63438553	ALG6
ENSG00000159063	11	78100936	78139653	ALG8
ENSG00000086848	11	111782195	111871581	ALG9
ENSG00000116127	2	73385758	73625166	ALMS1
ENSG00000179148	17	8095900	8119047	ALOXE3
ENSG00000073331	4	112285509	112442621	ALPK1
ENSG00000003393	2	201700267	201780956	ALS2
ENSG00000180318	12	85280220	85301784	ALX1
ENSG00000052850	11	44260440	44310139	ALX4
ENSG00000242110	5	33986165	34008104	AMACR
ENSG00000110497	11	46396414	46594125	AMBRA1
ENSG0000018467564185117	64205708	AMER1
ENSG00000101935110194186	110440233	AMMECR1
ENSG00000166126	14	102922656	102933596	AMN
ENSG00000153107	2	111611639	111884690	ANAPC1
ENSG00000132855	1	62597520	62606313	ANGPTL3
ENSG00000167772	19	8363289	8374370	ANGPTL4
ENSG00000154122	5	14704800	14871778	ANKH
ENSG00000170209	11	113387779	113400416	ANKK1
ENSG00000148677	10	90912096	90921276	ANKRD1
ENSG00000167522	16	89267630	89490561	ANKRD11
ENSG00000107890	10	26991914	27100498	ANKRD26
ENSG00000148513	10	37125725	37384111	ANKRD30A
ENSG00000164512	5	56099680	56233330	ANKRD55
ENSG00000106013	7	118214669	118496171	ANKRD7
ENSG00000165138	9	98731329	98796965	ANKS6
ENSG00000160746	3	43354859	43691594	ANO10
ENSG00000134343	11	26188842	26663289	ANO3
ENSG00000171714	11	21799934	22283357	ANO5
ENSG00000177119	12	45215987	45440404	ANO6
ENSG00000140350	15	68778535	68820897	ANP32A
ENSG00000169604	2	69013178	69249327	ANTXR1
ENSG00000163297	4	79901146	80125454	ANTXR2
ENSG00000131471	17	42851184	42858130	AOC3
ENSG0000018228715825806	15854931	AP1S2
ENSG00000132842	5	78000525	78294755	AP3B1
ENSG00000065000	19	2100988	2164468	AP3D1
ENSG00000157823	15	89830599	89894638	AP3S2
ENSG00000134262	1	113894194	113905201	AP4B1
ENSG00000081014	15	50908672	51005895	AP4E1
ENSG00000115266	19	1446302	1473244	APC2
ENSG00000154856	18	10454635	10489949	APCDD1
ENSG00000110243	11	116789367	116792420	APOA5
ENSG00000128383	22	38952741	38992778	APOBEC3A
ENSG00000262156	CHR_HSCHR22_1_CTG2	38952742	38962839	APOBEC3A
ENSG00000179750	22	38982347	38992804	APOBEC3B
ENSG00000244509	22	39014257	39020352	APOBEC3C
ENSG00000100342	22	36253010	36267530	APOL1
ENSG00000128335	22	36226209	36239954	APOL2
ENSG00000157500	3	57227726	57278105	APPL1
ENSG00000137074	9	32886601	33025130	APTX
ENSG00000120318	5	141653401	141682230	ARAP3
ENSG00000198576	8	142611049	142614479	ARC
ENSG00000124198	20	48921711	49036693	ARFGEF2
ENSG00000198826	15	32615144	32639941	ARHGAP11A
ENSG00000275568	CHR_HSCHR15_4_CTG8	32695437	32720246	ARHGAP11A
ENSG00000146376	6	129576132	129710177	ARHGAP18
ENSG00000145819	5	142770377	143229011	ARHGAP26
ENSG00000137962	1	94148988	94275068	ARHGAP29
ENSG00000031081	3	119294383	119420714	ARHGAP31
ENSG00000134909	11	128965060	129279324	ARHGAP32
ENSG00000123329	12	57472264	57488814	ARHGAP9
ENSG00000104728	8	1823926	1958641	ARHGEF10
ENSG00000274726	CHR_HSCHR8_8_CTG1	1823976	1958641	ARHGEF10
ENSG00000132694	1	156934840	157045370	ARHGEF11
ENSG00000116584	1	155946851	156007070	ARHGEF2
ENSG00000129675136665547	136780932	ARHGEF6
ENSG0000013108963634967	63809274	ARHGEF9
ENSG00000117713	1	26693236	26782104	ARID1A
ENSG00000049618	6	156776020	157210779	ARID1B
ENSG00000189079	12	45729706	45908040	ARID2
ENSG00000150347	10	61901684	62096944	ARID5B
ENSG00000152213	13	49628507	49633872	ARL11
ENSG00000169379	3	93980139	94055678	ARL13B
ENSG00000102931	16	57245259	57253635	ARL2BP
ENSG00000113966	3	97764521	97801229	ARL6
ENSG00000144746	3	69084937	69106092	ARL6IP5
ENSG00000169126	10	27775186	27999079	ARMC4
ENSG00000140691	16	31458080	31467166	ARMC5
ENSG00000135931	2	231198546	231374837	ARMC9
ENSG00000254636	10	122454653	122457352	ARMS2
ENSG00000029153	12	27332854	27425289	ARNTL2
ENSG00000163466	2	218217141	218254356	ARPC2
ENSG00000113369	5	91368631	91383317	ARRDC3
ENSG00000117407	1	43933320	43937240	ARTN
ENSG0000000484825003694	25016420	ARX
ENSG00000214435	10	102869470	102901899	AS3MT
ENSG00000088280	1	23428563	23484568	ASAP3
ENSG00000282854	CHR_HSCHR1_4_CTG3	23436027	23492032	ASAP3
ENSG00000138303	10	72096032	72217134	ASCC1
ENSG00000066279	1	197084127	197146694	ASPM
ENSG00000106819	9	92456205	92482506	ASPN
ENSG00000169696	17	81976807	82017406	ASPSCR1
ENSG00000148219	9	116425225	117415070	ASTN2
ENSG00000171456	20	32358330	32439319	ASXL1
ENSG00000143970	2	25733753	25878487	ASXL2
ENSG00000141431	18	33578219	33751195	ASXL3
ENSG00000176208	17	30831966	30895869	ATAD5
ENSG00000167654	19	3879864	3928082	ATCAY
ENSG00000169136	19	49928702	49933935	ATF5
ENSG00000118217	1	161766320	161964070	ATF6
ENSG00000085978	2	233210051	233295674	ATG16L1
ENSG00000281089	CHR_HG2232_PATCH	233210051	233295674	ATG16L1
ENSG00000057663	6	106045423	106325791	ATG5
ENSG00000197548	3	11272309	11557665	ATG7
ENSG00000198513	14	50532509	50633068	ATL1
ENSG00000179774	10	68230595	68232113	ATOH7
ENSG00000206190	15	25677271	25865184	ATP10A
ENSG00000159363	1	16985958	17011928	ATP13A2
ENSG00000017260	3	130850595	131016712	ATP2C1
ENSG0000018222040579372	40606848	ATP6AP2
ENSG00000105929	7	138706294	138799560	ATP6V0A4
ENSG00000132932	13	25371974	26025851	ATP8A2
ENSG00000081923	18	57646426	57803315	ATP8B1
ENSG00000171953	17	17977409	18039209	ATPAF2
ENSG00000164053	3	48446710	48467645	ATRIP
ENSG00000124788	6	16299112	16761491	ATXN1
ENSG00000130638	22	45671798	45845307	ATXN10
ENSG00000224470	16	71845976	71885268	ATXN1L
ENSG00000204842	12	111443485	111599676	ATXN2
ENSG00000285258	3	63864557	64003462	ATXN7
ENSG00000163635	3	63898399	64003453	ATXN7
ENSG00000087586	20	56369389	56392337	AURKA
ENSG00000178999	17	8204733	8210600	AURKB
ENSG00000105146	19	57230802	57235548	AURKC
ENSG00000158321	7	69598296	70793506	AUTS2
ENSG00000103126	16	287440	352723	AXIN1
ENSG00000168646	17	65528563	65561648	AXIN2
ENSG00000162885	1	235447190	235504452	B3GALNT2
ENSG00000282880	CHR_HSCHR1_5_CTG32_1	235450981	235508243	B3GALNT2
ENSG00000176022	1	1232237	1235041	B3GALT6
ENSG00000109956	11	134378504	134412242	B3GAT1
ENSG00000112309	6	70856679	70957060	B3GAT2
ENSG00000187676	13	31199975	31332276	B3GLCT
ENSG00000170340	2	62196115	62224731	B3GNT2
ENSG00000027847	5	177600132	177610330	B4GALT7
ENSG00000174684	11	66345374	66347629	B4GAT1
ENSG00000108641	17	19334308	19378193	B9D1
ENSG00000164929	8	103140713	103230305	BAALC
ENSG00000105393	19	17267376	17281249	BABAM1
ENSG00000186318	11	117285207	117316259	BACE1
ENSG00000112182	6	89926528	90296908	BACH2
ENSG00000151929	10	119651370	119677819	BAG3
ENSG00000175334	11	66002228	66004149	BANF1
ENSG00000153064	4	101411286	102074812	BANK1
ENSG00000163930	3	52401008	52410008	BAP1
ENSG00000131668	9	93951627	93955355	BARX1
ENSG00000168062	11	64987945	64997018	BATF2
ENSG00000123685	1	212686417	212699840	BATF3
ENSG00000009954	7	73440406	73522293	BAZ1B
ENSG00000076108	12	56595596	56636816	BAZ2A
ENSG00000105327	19	47220822	47232766	BBC3
ENSG00000214413	10	110898728	110919201	BBIP1
ENSG00000179941	12	76344474	76348415	BBS10
ENSG00000181004	4	122732702	122744942	BBS12
ENSG00000163093	2	169479480	169506655	BBS5
ENSG00000138686	4	121824329	121870487	BBS7
ENSG00000122507	7	33109557	33877180	BBS9
ENSG00000050820	16	75228181	75268053	BCAR1
ENSG00000285460	CHR_HSCHR16_5_CTG3_1	75228207	75268085	BCAR1
ENSG00000137936	1	93561741	93847150	BCAR3
ENSG00000103507	16	31106107	31112791	BCKDK
ENSG00000142867	1	85265776	85276632	BCL10
ENSG00000119866	2	60450520	60554467	BCL11A
ENSG00000127152	14	99169287	99272197	BCL11B
ENSG0000018333740049815	40177329	BCOR
ENSG00000085185129981107	130058083	BCORL1
ENSG00000166546	16	66427295	66493529	BEAN1
ENSG00000126581	17	42810134	42833350	BECN1
ENSG00000167995	11	61950063	61965515	BEST1
ENSG00000170819	3	133400056	133475222	BFSP2
ENSG00000205899	17	1270559	1271460	BHLHA9
ENSG00000134107	3	4979437	4985323	BHLHE40
ENSG00000123095	12	26120030	26125037	BHLHE41
ENSG00000122870	10	58512872	58831435	BICC1
ENSG00000185963	9	92711363	92764833	BICD2
ENSG00000101197	20	63235883	63240495	BIRC7
ENSG00000095585	10	96191702	96271587	BLNK
ENSG00000189114	19	45178784	45216933	BLOC1S3
ENSG00000104164	15	45587214	45615945	BLOC1S6
ENSG00000104081	15	40087890	40108892	BMF
ENSG0000013038550910735	50916641	BMP15
ENSG00000183682	1	39491636	39529869	BMP8A
ENSG00000164619	7	33904308	34156427	BMPER
ENSG00000165733	10	42782795	42834937	BMS1
ENSG00000173068	9	16409503	16870843	BNC2
ENSG00000089234	12	111642146	111685956	BRAP
ENSG00000106009	7	2537810	2555694	BRAT1
ENSG00000100425	22	49773283	49827512	BRD1
ENSG00000141867	19	15235519	15332545	BRD4
ENSG00000136492	17	61679139	61863528	BRIP1
ENSG00000174744	11	66337333	66345125	BRMS1
ENSG0000016528880669503	80809877	BRWD3
ENSG00000168000	11	62690275	62709845	BSCL2
ENSG00000162399	1	54998933	55017172	BSND
ENSG00000183826	6	38168451	38640148	BTBD9
ENSG00000159388	1	203305491	203309602	BTG2
ENSG00000281484	CHR_HSCHR21_6_CTG1_1	17604145	17612947	BTG3
ENSG00000154640	21	17593653	17612947	BTG3
ENSG00000224242	CHR_HSCHR6_MHC_SSTO_CTG1	32401346	32414522	BTNL2
ENSG00000229741	CHR_HSCHR6_MHC_DBB_CTG1	32369461	32382615	BTNL2
ENSG00000204290	6	32393963	32407128	BTNL2
ENSG00000226127	CHR_HSCHR6_MHC_APD_CTG1	32460601	32473766	BTNL2
ENSG00000225845	CHR_HSCHR6_MHC_MCF_CTG1	32470120	32483292	BTNL2
ENSG00000229597	CHR_HSCHR6_MHC_QBL_CTG1	32351409	32364583	BTNL2
ENSG00000225412	CHR_HSCHR6_MHC_MANN_CTG1	32433363	32446554	BTNL2
ENSG00000224770	CHR_HSCHR6_MHC_COX_CTG1	32342174	32355327	BTNL2
ENSG00000112276	6	105096822	105137157	BVES
ENSG00000188070	11	63759892	63768775	C11orf95
ENSG00000111678	12	6942978	6946003	C12orf57
ENSG00000130921	12	123233436	123257960	C12orf65
ENSG00000179476	14	44897275	44907257	C14orf28
ENSG00000131943	19	29698886	29715789	C19orf12
ENSG00000197223	2	68041130	68110948	C1D
ENSG00000082196	5	34019448	34043832	C1QTNF3
ENSG00000223953	11	119338942	119340940	C1QTNF5
ENSG00000133466	22	37180166	37199385	C1QTNF6
ENSG00000168014	11	74012714	74171210	C2CD3
ENSG00000198535	15	62066977	62070917	C2CD4A
ENSG00000205502	15	62163535	62165285	C2CD4B
ENSG00000156172	8	95244913	95269201	C8orf37
ENSG00000147894	9	27535640	27573866	C9orf72
ENSG00000281670	CHR_HSCHR22_1_CTG7	24065455	24065991	CABIN1
ENSG00000099991	22	24011192	24178628	CABIN1
ENSG00000134508	18	23134564	23260467	CABLES1
ENSG00000175544	11	67452406	67460313	CABP4
ENSG00000006283	17	50560715	50627474	CACNA1G
ENSG00000196557	16	1153106	1221771	CACNA1H
ENSG00000007402	3	50362799	50504244	CACNA2D2
ENSG00000075429	17	66835117	66894751	CACNG5
ENSG00000142408	19	53963040	53990215	CACNG8
ENSG00000151893	10	118674167	118755249	CACUL1
ENSG00000182985	11	115169218	115504957	CADM1
ENSG00000081803	7	122318411	122886759	CADPS2
ENSG00000008118	1	209583714	209613939	CAMK1G
ENSG00000110931	12	121237675	121298308	CAMKK2
ENSG00000143919	2	44361947	44772592	CAMKMT
ENSG00000171735	1	6785454	7769706	CAMTA1
ENSG00000171302	17	78991716	79009867	CANT1
ENSG00000142330	2	240586734	240617705	CAPN10
ENSG00000214711	2	31173056	31233858	CAPN14
ENSG00000198286	7	2906141	3043945	CARD11
ENSG00000141527	17	80169992	80209331	CARD14
ENSG00000187796	9	136361903	136373681	CARD9
ENSG00000164326	5	71719275	71721048	CARTPT
ENSG00000118307	12	25108289	25195162	CASC1
ENSG00000166734	15	44288719	44415758	CASC4
ENSG0000014704441514934	41923645	CASK
ENSG00000204403	11	104885718	104898670	CASP12
ENSG00000177469	17	42402449	42423256	CAVIN1
ENSG00000168497	2	191834310	191847088	CAVIN2
ENSG00000170681	9	100578079	100588389	CAVIN4
ENSG00000141668	18	72536680	72638521	CBLN2
ENSG00000108468	17	48070052	48101478	CBX1
ENSG00000173894	17	79778148	79787983	CBX2
ENSG00000132024	19	13906201	13930879	CC2D1A
ENSG00000288293	CHR_HG109_PATCH	13906201	13930879	CC2D1A
ENSG00000048342	4	15469865	15601557	CC2D2A
ENSG00000183287	18	59430939	59697662	CCBE1
ENSG00000167131	17	44899142	44905390	CCDC103
ENSG00000105479	19	48296457	48321894	CCDC114
ENSG00000163492	2	178829757	179050086	CCDC141
ENSG00000198003	19	11420604	11435782	CCDC151
ENSG0000010199749235470	49250520	CCDC22
ENSG00000160050	1	32200386	32205387	CCDC28B
ENSG00000284862	3	180602858	180684942	CCDC39
ENSG00000141519	17	80036632	80100613	CCDC40
ENSG00000108091	10	59788747	59906556	CCDC6
ENSG00000139537	12	48904110	48931840	CCDC65
ENSG00000166510	18	54901509	54959461	CCDC68
ENSG00000162004	16	722582	726954	CCDC78
ENSG00000169515	19	46410329	46413564	CCDC8
ENSG00000110104	11	60842113	60851081	CCDC86
ENSG00000115355	2	55287842	55419895	CCDC88A
ENSG00000168071	11	64340204	64357534	CCDC88B
ENSG00000015133	14	91271323	91417844	CCDC88C
ENSG00000172156	17	34285742	34288334	CCL11
ENSG00000102970	16	57404767	57416063	CCL17
ENSG00000108691	17	34255218	34257203	CCL2
ENSG00000115009	2	227805739	227817564	CCL20
ENSG00000102962	16	57358783	57366189	CCL22
ENSG00000106178	7	75811665	75823356	CCL24
ENSG00000274221	CHR_HSCHR17_7_CTG4	36088598	36090511	CCL3
ENSG00000277632	17	36088256	36090169	CCL3
ENSG00000278567	CHR_HSCHR17_10_CTG4	36088256	36090169	CCL3
ENSG00000277336	CHR_HSCHR17_7_CTG4	36195241	36197130	CCL3L1
ENSG00000277796	CHR_HSCHR17_10_CTG4	36194906	36196795	CCL3L1
ENSG00000277768	CHR_HSCHR17_10_CTG4	36296480	36298369	CCL3L1
ENSG00000276085	17	36194869	36196758	CCL3L1
ENSG00000275824	CHR_HSCHR17_7_CTG4	36103979	36106010	CCL4
ENSG00000275302	17	36103827	36105621	CCL4
ENSG00000277943	CHR_HSCHR17_10_CTG4	36103827	36105621	CCL4
ENSG00000274233	CHR_HSCHR17_7_CTG4	35871491	35880793	CCL5
